Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2978423,2016-07-22 17:04:23,2015-12-07 17:42:40,7386967,376735317,0,51,217,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978423/SRR2978423.1,SRX1468010,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194345,SAMN04321947,simple,9606,Homo sapiens,GSM1965736,,,,,,,no,,,,,GEO,SRA315327,,public,D735BBEEAF406076B4E334B9D26E182F,7A608C655D59C65CE4D0E0D554911F36
SRR2978424,2016-07-22 17:04:23,2015-12-07 17:42:51,7687824,392079024,0,51,227,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978424/SRR2978424.1,SRX1468011,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194344,SAMN04321948,simple,9606,Homo sapiens,GSM1965737,,,,,,,no,,,,,GEO,SRA315327,,public,D0EF6647458982668D4A583C908AA292,61CA1CAA2A3470614BF351DB9091B106
SRR2978425,2016-07-22 17:04:23,2015-12-07 17:42:47,7333963,374032113,0,51,217,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978425/SRR2978425.1,SRX1468012,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194343,SAMN04321949,simple,9606,Homo sapiens,GSM1965738,,,,,,,no,,,,,GEO,SRA315327,,public,201E47505903DC0093759CB420CA8E88,89652DCE0E797EB4890685E1DD159492
SRR2978426,2016-07-22 17:04:23,2015-12-07 17:42:21,5036035,256837785,0,51,141,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978426/SRR2978426.1,SRX1468013,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194342,SAMN04321950,simple,9606,Homo sapiens,GSM1965739,,,,,,,no,,,,,GEO,SRA315327,,public,FD47937749A362610B8FEA485EEF2C13,C39E664EA74F60D7311462654AC6ED52
SRR2978427,2016-07-22 17:04:23,2015-12-07 17:42:09,4692131,239298681,0,51,131,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978427/SRR2978427.1,SRX1468014,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194339,SAMN04321951,simple,9606,Homo sapiens,GSM1965740,,,,,,,no,,,,,GEO,SRA315327,,public,78F98F255CF65000E3A265A42BFC56FB,15646020E345F60800AFFE948EC3D118
SRR2978428,2016-07-22 17:04:23,2015-12-07 17:42:12,4750846,242293146,0,51,133,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978428/SRR2978428.1,SRX1468015,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194340,SAMN04321952,simple,9606,Homo sapiens,GSM1965741,,,,,,,no,,,,,GEO,SRA315327,,public,08876609858A1B0A2450160FEB2EE567,9B27003BCFC47F7540C4FE4DA2C11E5F
SRR2978429,2016-07-22 17:04:23,2015-12-07 17:42:21,4532098,231136998,0,51,130,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978429/SRR2978429.1,SRX1468016,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194338,SAMN04321953,simple,9606,Homo sapiens,GSM1965742,,,,,,,no,,,,,GEO,SRA315327,,public,BC24858858829F52D4B47551362B56E1,8B0BE8DB712498B12C897C2110B854CE
SRR2978430,2016-07-22 17:04:23,2015-12-07 17:42:29,5687442,290059542,0,51,159,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978430/SRR2978430.1,SRX1468017,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194336,SAMN04321954,simple,9606,Homo sapiens,GSM1965743,,,,,,,no,,,,,GEO,SRA315327,,public,82E5C8D84820F6A1ECEC44AEC52AA445,612511A02CA327EADD2FF152D93F04B4
SRR2978431,2016-07-22 17:04:23,2015-12-07 17:42:26,5762720,293898720,0,51,163,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978431/SRR2978431.1,SRX1468018,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194335,SAMN04321955,simple,9606,Homo sapiens,GSM1965744,,,,,,,no,,,,,GEO,SRA315327,,public,432571D099F53ED06A42FEF78A704F6D,C45A1AAE1C08F4A26D1A9E7BA34A5F29
SRR2978432,2016-07-22 17:04:23,2015-12-07 17:42:42,8331745,424918995,0,51,251,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978432/SRR2978432.1,SRX1468019,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194334,SAMN04322283,simple,9606,Homo sapiens,GSM1965745,,,,,,,no,,,,,GEO,SRA315327,,public,A685629C1C4DEF73B1598E3E83414B13,0DEC599580022E038151AA03530FABAC
SRR2978433,2016-07-22 17:04:23,2015-12-07 17:42:50,8180755,417218505,0,51,246,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978433/SRR2978433.1,SRX1468020,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194337,SAMN04322284,simple,9606,Homo sapiens,GSM1965746,,,,,,,no,,,,,GEO,SRA315327,,public,2CA925028DC3494E01AFB2FDDB9E7B09,338F011DDB8D4B6A61DD954F9E95442A
SRR2978434,2016-07-22 17:04:23,2015-12-07 17:42:34,7294385,372013635,0,51,218,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR2978434/SRR2978434.1,SRX1468021,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194333,SAMN04322285,simple,9606,Homo sapiens,GSM1965747,,,,,,,no,,,,,GEO,SRA315327,,public,05A068D532D1D276FE2A46EC17CD6B9F,DD46C2833DBC5DBF79F023B6D25FB426
SRR2978234,2016-07-22 17:04:23,2015-12-07 18:22:24,6951871,354545421,0,51,202,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978234/SRR2978234.1,SRX1467821,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194540,SAMN04321579,simple,9606,Homo sapiens,GSM1965548,,,,,,,no,,,,,GEO,SRA315327,,public,8C8D1C639442696BCB06456207E02FE5,44CF9248ED651AFB2A7EE43C5B278792
SRR2978235,2016-07-22 17:04:23,2015-12-07 18:22:16,4204756,214442556,0,51,122,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978235/SRR2978235.1,SRX1467822,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194539,SAMN04321580,simple,9606,Homo sapiens,GSM1965549,,,,,,,no,,,,,GEO,SRA315327,,public,55F1999738BBED0F3B9D14823F162369,B4BFE63E727E1D9D05AB57157B58CC6C
SRR2978236,2016-07-22 17:04:23,2015-12-07 18:21:38,6002017,306102867,0,51,174,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978236/SRR2978236.1,SRX1467823,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194537,SAMN04321581,simple,9606,Homo sapiens,GSM1965550,,,,,,,no,,,,,GEO,SRA315327,,public,1CA1CE94D739F85987FB54457DB951EB,197DCD89B162E6A54A2541D9307089D0
SRR2978237,2016-07-22 17:04:23,2015-12-07 18:21:41,6913830,352605330,0,51,199,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978237/SRR2978237.1,SRX1467824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194538,SAMN04321582,simple,9606,Homo sapiens,GSM1965551,,,,,,,no,,,,,GEO,SRA315327,,public,18968F6474B046B566529AA8978BFB59,7BE73A2F5D676C9B97F2FDD746FDEAB0
SRR2978238,2016-07-22 17:04:23,2015-12-07 18:21:41,5611343,286178493,0,51,162,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978238/SRR2978238.1,SRX1467825,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194536,SAMN04321583,simple,9606,Homo sapiens,GSM1965552,,,,,,,no,,,,,GEO,SRA315327,,public,3CE7E856A0973247A16631081C41C4BD,1F7A3D741D9F5B9309C84A9CF2BAB800
SRR2978239,2016-07-22 17:04:23,2015-12-07 18:22:03,6588476,336012276,0,51,195,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978239/SRR2978239.1,SRX1467826,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193304,SAMN04321584,simple,9606,Homo sapiens,GSM1965553,,,,,,,no,,,,,GEO,SRA315327,,public,FDA06AC02FFAA6BCB43744811AE56F2B,5CAC2AF78203768B0D430170E5A295AD
SRR2978240,2016-07-22 17:04:23,2015-12-07 18:21:59,7561736,385648536,0,51,217,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978240/SRR2978240.1,SRX1467827,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194535,SAMN04321585,simple,9606,Homo sapiens,GSM1965554,,,,,,,no,,,,,GEO,SRA315327,,public,2D284F967BFB1E9D9BFB40B924A9DEB5,19FE9BFB229D852CE2C2346E6DFC5CA6
SRR2978241,2016-07-22 17:04:23,2015-12-07 18:21:22,4898862,249841962,0,51,152,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978241/SRR2978241.1,SRX1467828,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194534,SAMN04321586,simple,9606,Homo sapiens,GSM1965555,,,,,,,no,,,,,GEO,SRA315327,,public,51E16C701CD4030CE0CB62EFBB566C2F,6723C1CDE309441784DC570390E52E85
SRR2978242,2016-07-22 17:04:23,2015-12-07 18:21:42,5616701,286451751,0,51,161,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978242/SRR2978242.1,SRX1467829,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194532,SAMN04321587,simple,9606,Homo sapiens,GSM1965556,,,,,,,no,,,,,GEO,SRA315327,,public,BE540A74CA0980862F5882CA58C17A1B,EE7642C046613016AABE4FAD90E3D34E
SRR2978243,2016-07-22 17:04:23,2015-12-07 18:21:25,5508166,280916466,0,51,176,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978243/SRR2978243.1,SRX1467830,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193305,SAMN04321588,simple,9606,Homo sapiens,GSM1965557,,,,,,,no,,,,,GEO,SRA315327,,public,9E8C18B4EEEDDBE134E1415BA9048A01,2296B14E05208AD929BD78B771AA9BA5
SRR2978244,2016-07-22 17:04:23,2015-12-07 18:21:43,7109512,362585112,0,51,222,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978244/SRR2978244.1,SRX1467831,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194531,SAMN04321589,simple,9606,Homo sapiens,GSM1965558,,,,,,,no,,,,,GEO,SRA315327,,public,A45C982612B36E4B404B08E090909888,E4838827303891DF3679005A7AE7B9F3
SRR2978245,2016-07-22 17:04:23,2015-12-07 18:21:42,6821938,347918838,0,51,199,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978245/SRR2978245.1,SRX1467832,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194530,SAMN04321590,simple,9606,Homo sapiens,GSM1965559,,,,,,,no,,,,,GEO,SRA315327,,public,FAF61979D661CB30577AA99A113F726F,8B26F8DD90C7770F6BE3EA08DC5D15ED
SRR2978246,2016-07-22 17:04:23,2015-12-07 18:21:54,8350883,425895033,0,51,243,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978246/SRR2978246.1,SRX1467833,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194529,SAMN04321591,simple,9606,Homo sapiens,GSM1965560,,,,,,,no,,,,,GEO,SRA315327,,public,043F5A69564E4B3546FBB5B3A9A574C9,1E4A6E5DB84B7924D8656E28CEAA612C
SRR2978247,2016-07-22 17:04:23,2015-12-07 18:21:23,4281786,218371086,0,51,131,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978247/SRR2978247.1,SRX1467834,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194528,SAMN04321592,simple,9606,Homo sapiens,GSM1965561,,,,,,,no,,,,,GEO,SRA315327,,public,C0243303C3A9087A03728999E742372F,7777168773F8BF6E62B91EE1B6AD9709
SRR2978248,2016-07-22 17:04:23,2015-12-07 18:21:55,9328988,475778388,0,51,270,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978248/SRR2978248.1,SRX1467835,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194527,SAMN04321593,simple,9606,Homo sapiens,GSM1965562,,,,,,,no,,,,,GEO,SRA315327,,public,AB407973DB7982510F4420AA6C90E62D,A0697E8FE2593DABB61DA42A21B5321D
SRR2978249,2016-07-22 17:04:23,2015-12-07 18:22:02,8095588,412874988,0,51,234,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978249/SRR2978249.1,SRX1467836,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194524,SAMN04321594,simple,9606,Homo sapiens,GSM1965563,,,,,,,no,,,,,GEO,SRA315327,,public,77B9B154823E64DF5EB986F99736BBD4,0AF3017EC20CC887BE1C1B52DD8F74AD
SRR2978250,2016-07-22 17:04:23,2015-12-07 18:22:21,6117085,311971335,0,51,182,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978250/SRR2978250.1,SRX1467837,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194525,SAMN04321601,simple,9606,Homo sapiens,GSM1965564,,,,,,,no,,,,,GEO,SRA315327,,public,CBBB067DAFE6CB5358A1D232D58DD4AD,136992BC481D0719658C246C38B3027D
SRR2978251,2016-07-22 17:04:23,2015-12-07 18:21:42,5834798,297574698,0,51,170,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978251/SRR2978251.1,SRX1467838,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194526,SAMN04321602,simple,9606,Homo sapiens,GSM1965565,,,,,,,no,,,,,GEO,SRA315327,,public,432436328F24F1A0059EE99AED7DAD71,EFB1B50811214C8C5580214022C08044
SRR2978252,2016-07-22 17:04:23,2015-12-07 18:21:45,9085256,463348056,0,51,265,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978252/SRR2978252.1,SRX1467839,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194523,SAMN04321603,simple,9606,Homo sapiens,GSM1965566,,,,,,,no,,,,,GEO,SRA315327,,public,EA4AAED3ED4DCE12D43D1A9207E3FC71,F5D82643784ABA7C467D66E5BFA59CFE
SRR2978253,2016-07-22 17:04:23,2015-12-07 18:21:50,7143712,364329312,0,51,208,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978253/SRR2978253.1,SRX1467840,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1193306,SAMN04321604,simple,9606,Homo sapiens,GSM1965567,,,,,,,no,,,,,GEO,SRA315327,,public,2E320AE991FDFD7725DF57590A3E1C44,A7950DA97AF026B37E8F1B5B333C71AB
SRR2978254,2016-07-22 17:04:23,2015-12-07 18:21:56,5384550,274612050,0,51,157,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978254/SRR2978254.1,SRX1467841,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194522,SAMN04321595,simple,9606,Homo sapiens,GSM1965568,,,,,,,no,,,,,GEO,SRA315327,,public,35AFDE1212F6449DE3B2A8B68E4063B8,A814A6FD3CB5A6EBAC9043F8B322E424
SRR2978255,2016-07-22 17:04:23,2015-12-07 18:21:34,5385638,274667538,0,51,166,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978255/SRR2978255.1,SRX1467842,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194521,SAMN04321596,simple,9606,Homo sapiens,GSM1965569,,,,,,,no,,,,,GEO,SRA315327,,public,EF6A6CE2F6ECF6375045E6FCF0AF7C70,4BD5EB2008D156DCE836B9831FBE9C3E
SRR2978256,2016-07-22 17:04:23,2015-12-07 18:21:50,8546364,435864564,0,51,251,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978256/SRR2978256.1,SRX1467843,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194520,SAMN04321597,simple,9606,Homo sapiens,GSM1965570,,,,,,,no,,,,,GEO,SRA315327,,public,62D07D9577372B373B6A681E47EED45E,143AA75936991BAB24A7D0EE6CAC35FF
SRR2978257,2016-07-22 17:04:23,2015-12-07 18:21:01,9091437,463663287,0,51,271,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978257/SRR2978257.1,SRX1467844,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194517,SAMN04321598,simple,9606,Homo sapiens,GSM1965571,,,,,,,no,,,,,GEO,SRA315327,,public,329DDDCE96DF80795D244B3E555D8385,1AC566AA8B3D2B42CFBC361EA2021784
SRR2978258,2016-07-22 17:04:23,2015-12-07 18:20:44,6698242,341610342,0,51,192,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978258/SRR2978258.1,SRX1467845,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194518,SAMN04321599,simple,9606,Homo sapiens,GSM1965572,,,,,,,no,,,,,GEO,SRA315327,,public,8C6598DE183FC9F06DF406CADD1A4FA1,2CB9E1A4B3B3D61A980D9604A00CF824
SRR2978259,2016-07-22 17:04:23,2015-12-07 18:20:55,4828578,246257478,0,51,140,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978259/SRR2978259.1,SRX1467846,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194519,SAMN04321600,simple,9606,Homo sapiens,GSM1965573,,,,,,,no,,,,,GEO,SRA315327,,public,617322E124B4E7F00A59662329C50B1C,AA749F277BC6E15FDAC88EFF5CD1E3FA
SRR2978260,2016-07-22 17:04:23,2015-12-07 18:20:54,7026388,358345788,0,51,202,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978260/SRR2978260.1,SRX1467847,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194515,SAMN04321605,simple,9606,Homo sapiens,GSM1965574,,,,,,,no,,,,,GEO,SRA315327,,public,52CB62B05BE8BF8861F86CF5DA71E73A,9F52A78AE58AA3DCA6355A35B1304966
SRR2978261,2016-07-22 17:04:23,2015-12-07 18:20:52,6940524,353966724,0,51,201,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978261/SRR2978261.1,SRX1467848,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194514,SAMN04321606,simple,9606,Homo sapiens,GSM1965575,,,,,,,no,,,,,GEO,SRA315327,,public,97325362F4F08382B60F11BCA95AB8E1,DB6951430FB9596BEE2E1AE3C4FE4A3B
SRR2978262,2016-07-22 17:04:23,2015-12-07 18:20:40,5665876,288959676,0,51,164,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978262/SRR2978262.1,SRX1467849,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194513,SAMN04321607,simple,9606,Homo sapiens,GSM1965576,,,,,,,no,,,,,GEO,SRA315327,,public,B5677708CDE0D626719057CAE9CA996D,A4A2D0EAC8FF272F4A45042581D6F809
SRR2978263,2016-07-22 17:04:23,2015-12-07 18:20:26,5369101,273824151,0,51,156,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978263/SRR2978263.1,SRX1467850,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194512,SAMN04321608,simple,9606,Homo sapiens,GSM1965577,,,,,,,no,,,,,GEO,SRA315327,,public,7592F423C6FF39AE217FFCC53876716D,F1A7A9EA1593C03AFDEEB7029F0CE20D
SRR2978264,2016-07-22 17:04:23,2015-12-07 18:20:46,7497117,382352967,0,51,219,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978264/SRR2978264.1,SRX1467851,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194511,SAMN04321609,simple,9606,Homo sapiens,GSM1965578,,,,,,,no,,,,,GEO,SRA315327,,public,A73FCCB32FB4E7FDAD35074FE5FC64D1,78FD665CDE7AD9543150314CC55F26D6
SRR2978265,2016-07-22 17:04:23,2015-12-07 18:20:56,6611852,337204452,0,51,194,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978265/SRR2978265.1,SRX1467852,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194510,SAMN04321610,simple,9606,Homo sapiens,GSM1965579,,,,,,,no,,,,,GEO,SRA315327,,public,F4C9D257614B75BB7E6BA8DF49AF6202,7D4D63B599770DF720197B6FB0961F91
SRR2978266,2016-07-22 17:04:23,2015-12-07 18:20:30,5039433,257011083,0,51,147,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-4/SRR2978266/SRR2978266.1,SRX1467853,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP067036,PRJNA305280,2,305280,SRS1194509,SAMN04321611,simple,9606,Homo sapiens,GSM1965580,,,,,,,no,,,,,GEO,SRA315327,,public,5074DDC74CA030E72733D286396EE646,1679A4E3AAFCAFE204BA373A4D9B5E04
